timestamp,asset_id,asset_type,rated_mva,asset_age_years,criticality,voltage_pu,current_a,frequency_hz,active_power_mw,reactive_power_mvar,power_factor,temperature_c,load_percent,thd_percent,previous_faults,operating_state,fault_type,failure,failure_horizon_hours
2026-01-01T06:15:00,T01,transformer,40.0,6,0.9,0.9992,426.29,50.037,22.669,6.57,0.9605,61.29,61.6,2.99,2,healthy,normal,0,0
2026-01-01T06:30:00,T01,transformer,40.0,6,0.9,1.0111,576.02,50.002,30.176,7.997,0.9666,63.64,82,1.923,0,healthy,normal,0,0
2026-01-01T06:45:00,T01,transformer,40.0,6,0.9,0.9792,542.79,50.02,24.376,8.08,0.9212,84.47,78.86,3.787,5,high_risk,overload,0,47
2026-01-01T07:00:00,T01,transformer,40.0,6,0.9,1.004,440.25,49.995,23.698,6.305,0.9664,65.3,64.4,2.123,0,healthy,normal,0,0
2026-01-01T07:15:00,T01,transformer,40.0,6,0.9,0.9958,467.92,49.985,24.623,9.499,0.933,61.62,66.91,2.625,0,healthy,normal,0,0
2026-01-01T07:30:00,T01,transformer,40.0,6,0.9,1.0015,468.3,49.965,24.983,9.023,0.9405,63.29,67.89,1.999,0,healthy,normal,0,0
2026-01-01T07:45:00,T01,transformer,40.0,6,0.9,1.0083,585.37,49.982,30.176,10.181,0.9475,67.55,82,2.656,1,healthy,normal,0,0
2026-01-01T08:00:00,T01,transformer,40.0,6,0.9,1.011,546.6,49.959,29.252,8.408,0.9123,70.9,79.49,14.912,2,failure,harmonic_distortion,1,24
2026-01-01T08:15:00,T01,transformer,40.0,6,0.9,1.0144,558.96,49.949,28.855,11.029,0.9341,68.82,78.41,3.307,1,healthy,normal,0,0
2026-01-01T08:30:00,T01,transformer,40.0,6,0.9,1.0096,559.36,49.966,29.831,10.981,0.9314,76.56,81.06,3.289,2,early_degradation,overheating,0,0
2026-01-01T08:45:00,T01,transformer,40.0,6,0.9,1.0069,512.48,49.954,27.404,9.564,0.9442,63.39,74.47,2.175,1,healthy,normal,0,0
2026-01-01T09:00:00,T01,transformer,40.0,6,0.9,0.988,493.45,49.998,25.424,7.619,0.9579,61.5,69.09,3.508,1,healthy,normal,0,0
2026-01-01T09:15:00,T01,transformer,40.0,6,0.9,1.0105,332.44,50.008,17.645,6.493,0.9385,56.75,47.95,1.173,2,healthy,normal,0,0
2026-01-01T09:30:00,T01,transformer,40.0,6,0.9,1.0082,505.82,50.007,26.567,9.856,0.9269,82.38,72.19,2.041,0,anomaly,overheating,0,89
2026-01-01T09:45:00,T01,transformer,40.0,6,0.9,0.9916,560.93,49.974,30.176,11.618,0.9332,64.24,82,1.759,0,healthy,normal,0,0
2026-01-01T10:00:00,T01,transformer,40.0,6,0.9,1.0042,449.41,50.035,23.805,8.623,0.9402,60.14,64.69,2.798,2,healthy,normal,0,0
2026-01-01T10:15:00,T01,transformer,40.0,6,0.9,1.0035,503.0,50.043,26.282,7.841,0.9583,62.28,71.42,1.799,1,healthy,normal,0,0
2026-01-01T10:30:00,T01,transformer,40.0,6,0.9,0.999,507.72,49.963,27.05,9.456,0.9263,91.0,73.5,2.338,0,high_risk,overheating,0,26
2026-01-01T10:45:00,T01,transformer,40.0,6,0.9,1.022,490.13,50.021,25.602,9.352,0.9393,62.36,69.57,1.498,1,healthy,normal,0,0
2026-01-01T11:00:00,T01,transformer,40.0,6,0.9,0.9963,470.22,50.008,24.451,9.387,0.9271,72.55,66.44,3.166,0,early_degradation,overheating,0,0
2026-01-01T11:15:00,T01,transformer,40.0,6,0.9,0.9294,552.48,49.863,28.457,9.063,0.9528,64.19,77.33,5.601,0,failure,voltage_instability,1,15
2026-01-01T11:30:00,T01,transformer,40.0,6,0.9,0.9849,409.25,49.999,21.459,8.253,0.9334,59.32,58.31,2.477,0,healthy,normal,0,0
2026-01-01T11:45:00,T01,transformer,40.0,6,0.9,1.001,480.89,49.97,25.097,7.308,0.9601,66.02,68.2,2.863,1,healthy,normal,0,0
2026-01-01T12:00:00,T01,transformer,40.0,6,0.9,1.0037,451.47,50.014,23.468,8.354,0.9421,64.64,63.77,2.971,1,healthy,normal,0,0
2026-01-01T12:15:00,T01,transformer,40.0,6,0.9,0.9848,445.21,50.026,23.294,8.254,0.9426,62.98,63.3,3.029,0,healthy,normal,0,0
2026-01-01T12:30:00,T01,transformer,40.0,6,0.9,1.0003,542.33,49.951,27.763,8.686,0.9544,64.55,75.44,2.49,0,healthy,normal,0,0
2026-01-01T12:45:00,T01,transformer,40.0,6,0.9,0.9982,478.38,50.002,25.405,8.939,0.9433,64.71,69.04,2.252,1,healthy,normal,0,0
2026-01-01T13:00:00,T01,transformer,40.0,6,0.9,1.0079,532.25,50.004,27.88,7.083,0.9692,66.54,75.76,2.331,0,healthy,normal,0,0
2026-01-01T13:15:00,T01,transformer,40.0,6,0.9,1.0017,536.1,50.022,27.756,8.517,0.956,65.08,75.42,2.512,0,healthy,normal,0,0
2026-01-01T13:30:00,T01,transformer,40.0,6,0.9,0.9666,481.15,49.974,25.531,8.873,0.9376,76.16,69.38,2.642,0,early_degradation,overheating,0,0
2026-01-01T13:45:00,T01,transformer,40.0,6,0.9,1.0084,509.75,50.027,26.703,7.549,0.9623,64.11,72.56,2.234,0,healthy,normal,0,0
2026-01-01T14:00:00,T01,transformer,40.0,6,0.9,1.0111,414.49,50.03,21.205,5.645,0.9663,59.2,57.62,2.927,1,healthy,normal,0,0
2026-01-01T14:15:00,T01,transformer,40.0,6,0.9,0.9748,645.77,49.99,27.882,9.594,0.9129,88.51,90.46,5.231,2,failure,overload,1,19
2026-01-01T14:30:00,T01,transformer,40.0,6,0.9,0.9931,486.58,50.01,25.578,7.704,0.9575,61.6,69.5,3.044,0,healthy,normal,0,0
2026-01-01T14:45:00,T01,transformer,40.0,6,0.9,1.006,550.88,49.966,29.081,10.471,0.9149,68.58,79.02,9.108,0,anomaly,harmonic_distortion,0,223
2026-01-01T15:00:00,T01,transformer,40.0,6,0.9,1.0017,473.87,49.991,24.361,6.981,0.9613,66.7,66.2,1.83,1,healthy,normal,0,0
2026-01-01T15:15:00,T01,transformer,40.0,6,0.9,1.0023,584.11,50.016,30.176,9.085,0.9575,66.36,82,3.068,0,healthy,normal,0,0
2026-01-01T15:30:00,T01,transformer,40.0,6,0.9,1.011,573.46,50.02,30.176,10.976,0.9398,65.97,82,2.237,0,healthy,normal,0,0
2026-01-01T15:45:00,T01,transformer,40.0,6,0.9,1.0022,476.86,50.038,25.371,8.556,0.9476,62.46,68.94,1.893,1,healthy,normal,0,0
2026-01-01T16:00:00,T01,transformer,40.0,6,0.9,0.9981,467.52,49.981,24.957,6.691,0.9659,61.32,67.82,2.589,1,healthy,normal,0,0
2026-01-01T16:15:00,T01,transformer,40.0,6,0.9,1.0019,485.07,50.028,25.168,9.979,0.9296,61.93,68.39,2.097,0,healthy,normal,0,0
2026-01-01T16:30:00,T01,transformer,40.0,6,0.9,1.0006,490.71,50.004,25.752,7.497,0.9601,64.85,69.98,3.127,0,healthy,normal,0,0
2026-01-01T16:45:00,T01,transformer,40.0,6,0.9,0.9838,557.44,50.003,29.183,9.351,0.9523,68.05,79.3,2.203,1,healthy,normal,0,0
2026-01-01T17:00:00,T01,transformer,40.0,6,0.9,1.0035,521.68,49.977,28.152,9.696,0.9455,63.85,76.5,2.768,1,healthy,normal,0,0
2026-01-01T17:15:00,T01,transformer,40.0,6,0.9,1.01,419.18,50.029,21.903,8.074,0.9383,67.64,59.52,2.593,2,healthy,normal,0,0
2026-01-01T17:30:00,T01,transformer,40.0,6,0.9,1.0068,374.64,49.999,19.558,6.678,0.9464,61.86,53.15,2.424,0,healthy,normal,0,0
2026-01-01T17:45:00,T01,transformer,40.0,6,0.9,1.0027,483.18,50.013,26.073,6.529,0.9701,66.5,70.85,1.861,1,healthy,normal,0,0
2026-01-01T18:00:00,T01,transformer,40.0,6,0.9,0.9974,491.53,49.974,25.56,9.932,0.9321,66.51,69.46,2.665,0,healthy,normal,0,0
2026-01-01T18:15:00,T01,transformer,40.0,6,0.9,0.9889,542.73,49.99,27.857,10.418,0.9366,63.67,75.7,2.771,1,healthy,normal,0,0
2026-01-01T18:30:00,T01,transformer,40.0,6,0.9,0.999,480.78,50.013,24.999,8.874,0.9424,60.53,67.93,3.051,0,healthy,normal,0,0
2026-01-01T18:45:00,T01,transformer,40.0,6,0.9,0.9936,482.51,50.009,25.759,6.793,0.9669,63.78,70.0,3.424,0,healthy,normal,0,0
2026-01-01T19:00:00,T01,transformer,40.0,6,0.9,0.997,558.02,49.983,30.176,10.967,0.9149,108.14,82,1.786,1,failure,overheating,1,14
2026-01-01T19:15:00,T01,transformer,40.0,6,0.9,1.0062,428.41,50.013,22.756,7.976,0.9437,60.29,61.84,2.78,0,healthy,normal,0,0
2026-01-01T19:30:00,T01,transformer,40.0,6,0.9,1.0039,442.59,49.971,23.337,6.935,0.9586,67.0,63.41,1.911,4,healthy,normal,0,0
2026-01-01T19:45:00,T01,transformer,40.0,6,0.9,0.9945,308.27,49.974,16.295,4.532,0.9634,58.33,44.28,1.957,2,healthy,normal,0,0
2026-01-01T20:00:00,T01,transformer,40.0,6,0.9,0.9825,476.47,49.983,25.149,8.921,0.9425,61.85,68.34,3.472,3,healthy,normal,0,0
2026-01-01T20:15:00,T01,transformer,40.0,6,0.9,0.9904,466.42,49.99,25.14,10.027,0.9288,64.37,68.32,2.975,0,healthy,normal,0,0
2026-01-01T20:30:00,T01,transformer,40.0,6,0.9,0.998,501.42,49.971,26.731,10.03,0.9363,61.93,72.64,2.871,0,healthy,normal,0,0
2026-01-01T20:45:00,T01,transformer,40.0,6,0.9,0.9165,390.14,49.872,20.077,5.851,0.9601,63.74,54.56,5.144,0,failure,voltage_instability,1,10
2026-01-01T21:00:00,T01,transformer,40.0,6,0.9,0.9897,469.96,49.982,24.183,7.665,0.9278,63.04,65.71,8.17,1,anomaly,harmonic_distortion,0,154
2026-01-01T21:15:00,T01,transformer,40.0,6,0.9,1.0006,586.11,50.025,30.176,9.403,0.9323,65.13,82,7.635,2,anomaly,harmonic_distortion,0,238
2026-01-01T21:30:00,T01,transformer,40.0,6,0.9,1.0092,543.8,50.007,28.442,10.821,0.9346,64.53,77.29,2.879,0,healthy,normal,0,0
2026-01-01T21:45:00,T01,transformer,40.0,6,0.9,0.9901,381.42,50.02,20.482,6.563,0.9523,61.77,55.66,2.946,0,healthy,normal,0,0
2026-01-01T22:00:00,T01,transformer,40.0,6,0.9,0.9898,475.49,49.96,21.638,6.437,0.9323,78.0,70.6,3.974,0,high_risk,overload,0,27
2026-01-01T22:15:00,T01,transformer,40.0,6,0.9,1.0133,388.67,49.999,20.519,5.433,0.9667,57.63,55.76,1.823,0,healthy,normal,0,0
2026-01-01T22:30:00,T01,transformer,40.0,6,0.9,1.0137,428.78,50.013,22.83,6.991,0.9562,58.01,62.04,2.875,2,healthy,normal,0,0
2026-01-01T22:45:00,T01,transformer,40.0,6,0.9,1.0142,488.38,50.024,25.498,7.296,0.9614,62.19,69.29,2.737,0,healthy,normal,0,0
2026-01-01T23:00:00,T01,transformer,40.0,6,0.9,1.0144,486.23,50.003,24.968,8.78,0.9434,64.65,67.85,2.795,2,healthy,normal,0,0
2026-01-01T23:15:00,T01,transformer,40.0,6,0.9,0.9946,416.21,50.009,21.442,6.001,0.963,59.9,58.27,2.07,2,healthy,normal,0,0
2026-01-01T23:30:00,T01,transformer,40.0,6,0.9,1.0067,421.76,49.999,21.56,7.519,0.9442,60.3,58.59,2.401,2,healthy,normal,0,0
2026-01-01T23:45:00,T01,transformer,40.0,6,0.9,0.9926,486.81,49.982,24.993,7.321,0.9597,62.49,67.92,2.707,0,healthy,normal,0,0
2026-01-02T00:00:00,T01,transformer,40.0,6,0.9,0.9944,428.97,49.964,22.344,8.396,0.9361,59.72,60.72,1.751,0,healthy,normal,0,0
2026-01-02T00:15:00,T01,transformer,40.0,6,0.9,0.9886,442.87,49.981,23.875,7.026,0.9593,64.59,64.88,2.495,0,healthy,normal,0,0
2026-01-02T00:30:00,T01,transformer,40.0,6,0.9,0.9167,337.66,49.866,17.411,5.024,0.9608,58.11,47.31,5.231,0,failure,voltage_instability,1,15
2026-01-02T00:45:00,T01,transformer,40.0,6,0.9,1.0155,512.69,49.99,26.602,10.561,0.9294,63.66,72.29,3.384,0,healthy,normal,0,0
2026-01-02T01:00:00,T01,transformer,40.0,6,0.9,0.9702,568.66,49.994,25.149,8.823,0.9153,84.1,81.07,3.467,0,high_risk,overload,0,42
2026-01-02T01:15:00,T01,transformer,40.0,6,0.9,0.9835,564.26,49.979,30.176,7.83,0.9679,66.31,82,2.99,0,healthy,normal,0,0
2026-01-02T01:30:00,T01,transformer,40.0,6,0.9,1.0064,449.92,49.993,23.669,6.262,0.9667,63.08,64.32,2.705,0,healthy,normal,0,0
2026-01-02T01:45:00,T01,transformer,40.0,6,0.9,1.0079,437.93,49.991,22.699,6.201,0.9647,59.11,61.68,2.304,1,healthy,normal,0,0
2026-01-02T02:00:00,T01,transformer,40.0,6,0.9,1.0075,359.23,50.005,18.955,7.441,0.9308,62.86,51.51,2.641,0,healthy,normal,0,0
2026-01-02T02:15:00,T01,transformer,40.0,6,0.9,0.9949,321.24,50.02,17.213,4.619,0.9658,57.8,46.77,2.818,0,healthy,normal,0,0
2026-01-02T02:30:00,T01,transformer,40.0,6,0.9,1.0139,421.79,50.006,22.526,6.057,0.95,88.07,61.21,2.327,0,anomaly,overheating,0,131
2026-01-02T02:45:00,T01,transformer,40.0,6,0.9,1.0005,470.8,49.999,24.236,6.585,0.965,63.75,65.86,2.76,1,healthy,normal,0,0
2026-01-02T03:00:00,T01,transformer,40.0,6,0.9,0.9909,550.72,50.004,24.667,7.365,0.9274,85.71,80.91,4.503,1,high_risk,overload,0,42
2026-01-02T03:15:00,T01,transformer,40.0,6,0.9,0.9927,418.46,49.985,22.379,7.66,0.9461,62.45,60.81,2.344,0,healthy,normal,0,0
2026-01-02T03:30:00,T01,transformer,40.0,6,0.9,1.0284,459.63,50.018,23.677,7.433,0.9541,65.2,64.34,3.115,2,healthy,normal,0,0
2026-01-02T03:45:00,T01,transformer,40.0,6,0.9,1.0025,519.53,50.01,27.117,9.16,0.9474,63.12,73.69,2.385,0,healthy,normal,0,0
2026-01-02T04:00:00,T01,transformer,40.0,6,0.9,0.9871,446.8,50.019,24.051,8.375,0.9191,69.0,65.36,9.032,0,anomaly,harmonic_distortion,0,130
2026-01-02T04:15:00,T01,transformer,40.0,6,0.9,0.9896,381.61,50.024,20.295,6.025,0.9586,62.76,55.15,2.462,4,healthy,normal,0,0
2026-01-02T04:30:00,T01,transformer,40.0,6,0.9,0.9511,458.34,49.908,23.753,7.266,0.9563,62.66,64.55,4.729,1,high_risk,voltage_instability,0,38
2026-01-02T04:45:00,T01,transformer,40.0,6,0.9,1.0,431.33,49.95,22.385,8.848,0.93,64.2,60.83,2.124,0,healthy,normal,0,0
2026-01-02T05:00:00,T01,transformer,40.0,6,0.9,0.9812,586.97,50.012,26.023,7.94,0.9305,85.92,82.38,4.172,0,anomaly,overload,0,240
2026-01-02T05:15:00,T01,transformer,40.0,6,0.9,1.0053,491.33,50.035,26.136,7.866,0.9576,62.3,71.02,3.509,1,healthy,normal,0,0
2026-01-02T05:30:00,T01,transformer,40.0,6,0.9,0.9987,457.39,49.995,23.702,6.69,0.9624,63.14,64.41,2.1,1,healthy,normal,0,0
2026-01-02T05:45:00,T01,transformer,40.0,6,0.9,0.9969,446.35,49.996,24.119,6.599,0.9645,59.29,65.54,1.947,0,healthy,normal,0,0
2026-01-02T06:00:00,T01,transformer,40.0,6,0.9,0.994,448.71,50.007,23.24,6.207,0.9661,60.31,63.15,2.131,1,healthy,normal,0,0
2026-01-02T06:15:00,T01,transformer,40.0,6,0.9,1.0077,395.47,50.007,20.673,5.192,0.9699,61.26,56.18,2.391,1,healthy,normal,0,0
2026-01-02T06:30:00,T01,transformer,40.0,6,0.9,1.0001,464.92,49.977,24.933,7.655,0.956,64.88,67.75,2.826,0,early_degradation,voltage_instability,0,0
2026-01-02T06:45:00,T01,transformer,40.0,6,0.9,1.0179,497.08,50.007,25.583,8.605,0.9478,62.96,69.52,1.796,0,healthy,normal,0,0
2026-01-02T07:00:00,T01,transformer,40.0,6,0.9,0.9935,487.92,50.04,25.477,9.549,0.9241,85.78,69.23,2.688,0,anomaly,overheating,0,174
2026-01-02T07:15:00,T01,transformer,40.0,6,0.9,0.9973,416.1,50.021,22.102,6.083,0.9642,61.41,60.06,2.254,0,healthy,normal,0,0
2026-01-02T07:30:00,T01,transformer,40.0,6,0.9,0.9979,528.79,49.954,27.29,7.79,0.9616,63.22,74.16,2.701,1,healthy,normal,0,0
2026-01-02T07:45:00,T01,transformer,40.0,6,0.9,0.9359,480.95,49.907,25.3,9.188,0.9399,60.36,68.75,5.167,0,high_risk,voltage_instability,0,52
2026-01-02T08:00:00,T01,transformer,40.0,6,0.9,0.9889,459.57,50.007,23.745,8.043,0.9471,64.48,64.52,2.383,1,healthy,normal,0,0
2026-01-02T08:15:00,T01,transformer,40.0,6,0.9,0.9973,543.21,50.035,27.769,7.318,0.967,64.93,75.46,2.091,0,healthy,normal,0,0
2026-01-02T08:30:00,T01,transformer,40.0,6,0.9,1.0169,566.29,50.014,29.651,8.25,0.9537,66.02,80.57,4.352,0,early_degradation,harmonic_distortion,0,0
2026-01-02T08:45:00,T01,transformer,40.0,6,0.9,0.9979,507.1,49.971,27.2,7.811,0.9612,63.12,73.91,2.003,1,healthy,normal,0,0
2026-01-02T09:00:00,T01,transformer,40.0,6,0.9,0.9983,500.31,50.025,26.567,9.024,0.9469,65.52,72.19,2.676,0,healthy,normal,0,0
2026-01-02T09:15:00,T01,transformer,40.0,6,0.9,0.9973,550.9,50.039,28.699,11.077,0.9329,66.62,77.99,2.815,0,healthy,normal,0,0
2026-01-02T09:30:00,T01,transformer,40.0,6,0.9,1.0121,505.33,49.992,26.746,9.074,0.947,65.42,72.68,2.898,0,healthy,normal,0,0
2026-01-02T09:45:00,T01,transformer,40.0,6,0.9,0.9928,509.61,49.959,26.42,9.321,0.943,60.28,71.79,1.789,0,healthy,normal,0,0
2026-01-02T10:00:00,T01,transformer,40.0,6,0.9,1.0024,453.4,50.016,23.218,7.498,0.9516,63.71,63.09,2.54,1,healthy,normal,0,0
2026-01-02T10:15:00,T01,transformer,40.0,6,0.9,1.002,501.62,49.953,25.784,6.592,0.9688,62.75,70.07,2.058,3,healthy,normal,0,0
2026-01-02T10:30:00,T01,transformer,40.0,6,0.9,1.0067,460.45,49.963,23.772,6.533,0.9642,63.36,64.6,2.025,1,healthy,normal,0,0
2026-01-02T10:45:00,T01,transformer,40.0,6,0.9,0.9971,479.15,50.041,25.274,8.343,0.9496,65.42,68.68,2.168,3,healthy,normal,0,0
2026-01-02T11:00:00,T01,transformer,40.0,6,0.9,1.0218,502.05,49.976,26.461,7.734,0.9393,99.15,71.9,2.049,2,high_risk,overheating,0,20
2026-01-02T11:15:00,T01,transformer,40.0,6,0.9,0.9924,501.41,50.003,25.697,9.166,0.9419,63.0,69.83,2.243,0,healthy,normal,0,0
2026-01-02T11:30:00,T01,transformer,40.0,6,0.9,0.985,496.09,49.996,26.742,10.338,0.9253,67.01,72.67,4.698,0,early_degradation,harmonic_distortion,0,0
2026-01-02T11:45:00,T01,transformer,40.0,6,0.9,1.0078,422.51,49.999,22.865,8.909,0.9284,68.12,62.13,2.885,0,early_degradation,overheating,0,0
2026-01-02T12:00:00,T01,transformer,40.0,6,0.9,1.0066,529.87,49.963,27.915,9.555,0.9461,63.43,75.86,2.581,0,healthy,normal,0,0
2026-01-02T12:15:00,T01,transformer,40.0,6,0.9,0.9935,563.5,49.983,29.149,8.326,0.9615,68.99,79.21,2.766,1,healthy,normal,0,0
2026-01-02T12:30:00,T01,transformer,40.0,6,0.9,1.0049,462.42,49.975,24.264,8.366,0.9454,62.27,65.93,1.791,0,healthy,normal,0,0
2026-01-02T12:45:00,T01,transformer,40.0,6,0.9,0.9953,533.43,49.993,27.77,9.123,0.95,64.5,75.46,1.707,3,healthy,normal,0,0
2026-01-02T13:00:00,T01,transformer,40.0,6,0.9,1.0161,477.54,50.006,25.819,7.953,0.9557,61.21,70.16,1.92,2,healthy,normal,0,0
2026-01-02T13:15:00,T01,transformer,40.0,6,0.9,0.9979,516.3,49.99,27.017,9.821,0.9398,64.73,73.42,2.812,2,healthy,normal,0,0
2026-01-02T13:30:00,T01,transformer,40.0,6,0.9,0.9801,446.84,49.936,21.565,5.981,0.9491,69.43,65.15,3.935,2,anomaly,overload,0,83
2026-01-02T13:45:00,T01,transformer,40.0,6,0.9,0.9972,502.58,50.02,26.591,9.9,0.9372,59.88,72.26,2.365,1,healthy,normal,0,0
2026-01-02T14:00:00,T01,transformer,40.0,6,0.9,1.0112,444.67,50.011,23.706,8.769,0.9379,66.37,64.42,2.034,1,healthy,normal,0,0
2026-01-02T14:15:00,T01,transformer,40.0,6,0.9,1.0047,520.75,50.035,27.604,10.202,0.938,63.91,75.01,2.478,1,healthy,normal,0,0
2026-01-02T14:30:00,T01,transformer,40.0,6,0.9,1.0028,302.97,50.019,16.321,4.883,0.94,94.07,44.35,2.346,2,high_risk,overheating,0,34
2026-01-02T14:45:00,T01,transformer,40.0,6,0.9,1.0094,389.09,49.982,20.541,7.105,0.9451,62.0,55.82,2.544,0,healthy,normal,0,0
2026-01-02T15:00:00,T01,transformer,40.0,6,0.9,1.0,408.22,49.985,22.088,8.334,0.9356,63.04,60.02,2.266,0,healthy,normal,0,0
2026-01-02T15:15:00,T01,transformer,40.0,6,0.9,0.9873,469.41,50.047,25.396,6.934,0.9647,66.19,69.01,2.042,1,healthy,normal,0,0
2026-01-02T15:30:00,T01,transformer,40.0,6,0.9,0.9953,496.19,50.016,26.443,10.421,0.9304,64.34,71.86,2.817,1,healthy,normal,0,0
2026-01-02T15:45:00,T01,transformer,40.0,6,0.9,1.002,491.31,49.961,26.286,8.984,0.9463,63.24,71.43,1.874,0,healthy,normal,0,0
2026-01-02T16:00:00,T01,transformer,40.0,6,0.9,1.0059,504.95,50.035,25.784,9.581,0.9374,64.1,70.06,3.938,0,healthy,normal,0,0
2026-01-02T16:15:00,T01,transformer,40.0,6,0.9,0.9983,448.67,50.02,24.088,8.586,0.942,60.24,65.46,2.405,0,healthy,normal,0,0
2026-01-02T16:30:00,T01,transformer,40.0,6,0.9,1.0015,501.87,49.982,26.4,8.029,0.9405,98.82,71.74,1.996,0,high_risk,overheating,0,17
2026-01-02T16:45:00,T01,transformer,40.0,6,0.9,0.9981,524.73,49.972,27.741,8.639,0.9548,65.28,75.38,2.269,0,healthy,normal,0,0
2026-01-02T17:00:00,T01,transformer,40.0,6,0.9,0.9958,542.39,49.999,27.969,9.305,0.9489,65.59,76.0,1.772,0,healthy,normal,0,0
2026-01-02T17:15:00,T01,transformer,40.0,6,0.9,0.9358,358.91,49.844,19.098,5.238,0.9644,60.17,51.9,5.412,0,high_risk,voltage_instability,0,28
2026-01-02T17:30:00,T01,transformer,40.0,6,0.9,0.9983,525.84,50.035,27.463,7.251,0.9669,69.06,74.63,2.077,0,healthy,normal,0,0
2026-01-02T17:45:00,T01,transformer,40.0,6,0.9,0.951,526.16,49.884,26.982,6.912,0.9687,66.56,73.32,4.693,0,high_risk,voltage_instability,0,61
