timestamp,asset_id,asset_type,rated_mva,asset_age_years,criticality,voltage_pu,current_a,frequency_hz,active_power_mw,reactive_power_mvar,power_factor,temperature_c,load_percent,thd_percent,previous_faults,operating_state,fault_type,failure,failure_horizon_hours,voltage_deviation,frequency_deviation,apparent_power_mva,power_utilization,reactive_to_active_ratio,thermal_stress,overload_stress,temperature_excess,harmonic_stress,power_factor_deviation,electrical_stress,combined_stress,failure_probability,prediction
2026-06-04 20:15:00,T03,transformer,40.0,17,0.85,0.9708,584.72,50.018,25.139,8.968,0.9074,90.38,83.83,4.78,2,high_risk,overload,0,37,0.0292,0.0180000000000006,26.690716457225346,0.6672679114306337,0.3567365448108516,75.765554,0.0,10.379999999999995,0.0,0.0926,1.3080000000000036,109.71294957153168,0.910066,1
2026-06-04 20:30:00,T03,transformer,40.0,17,0.85,0.9756,671.63,49.974,29.863,9.383,0.9197,93.69,96.58,4.774,3,high_risk,overload,0,42,0.0243999999999999,0.0260000000000033,31.302387416936742,0.7825596854234187,0.3142015202759267,90.485802,0.0,13.689999999999998,0.0,0.0803,1.177000000000017,130.10178627117094,0.9452807,1
2026-06-04 21:45:00,T03,transformer,40.0,17,0.85,0.9259,411.73,49.829,21.761,6.058,0.9634,63.24,59.13,4.627,3,high_risk,voltage_instability,0,71,0.0741,0.1709999999999993,22.58850338114502,0.5647125845286255,0.278387941730619,37.393812,0.0,0.0,0.0,0.0365999999999999,1.961999999999997,67.11144122643128,0.9896147,1
2026-06-05 05:00:00,T01,transformer,40.0,6,0.9,0.9135,504.37,49.85,26.184,9.433,0.9408,61.54,71.15,5.316,0,high_risk,voltage_instability,0,47,0.0865,0.1499999999999985,27.83133746337032,0.6957834365842579,0.3602581729300336,43.78571,0.0,0.0,0.3159999999999998,0.0592,2.2385999999999937,80.6208818292129,0.99220747,1
2026-06-05 05:30:00,T01,transformer,40.0,6,0.9,0.9348,397.42,49.828,21.426,7.284,0.9468,65.69,58.22,4.504,1,high_risk,voltage_instability,0,15,0.0652,0.171999999999997,22.630292353392164,0.5657573088348041,0.3399607952954355,38.244718,0.0,0.0,0.0,0.0532,2.043999999999986,67.8365834417402,0.8030773,1
2026-06-05 12:45:00,T01,transformer,40.0,6,0.9,0.9985,399.85,50.04,20.769,6.577,0.9317,101.9,56.44,3.029,0,high_risk,overheating,0,45,0.0014999999999999,0.0399999999999991,21.785506420554007,0.5446376605138502,0.3166738889691367,57.51236,0.0,21.90000000000001,0.0,0.0683,0.8979999999999955,84.77424302569251,0.95954585,1
2026-06-05 13:30:00,T01,transformer,40.0,6,0.9,0.9287,545.6,49.913,28.018,10.987,0.931,65.09,76.14,5.464,0,high_risk,voltage_instability,0,27,0.0713,0.0870000000000033,30.09522375726753,0.7523805939316882,0.3921407666500107,49.559526000000005,0.0,0.0,0.4640000000000004,0.0689999999999999,1.8844000000000165,89.06855569658443,0.8122561,1
2026-06-05 17:45:00,T03,transformer,40.0,17,0.85,0.9193,489.25,49.884,26.167,9.997,0.9342,64.2,71.11,5.017,0,high_risk,voltage_instability,0,14,0.0807,0.1159999999999996,28.011638616832112,0.7002909654208028,0.3820460885848588,45.65262,0.0,0.0,0.0170000000000003,0.0657999999999999,2.046699999999998,82.29816827104014,0.9691086,1
2026-06-05 18:00:00,T03,transformer,40.0,17,0.85,0.9698,533.09,50.057,23.536,8.687,0.9022,92.99,80.15,4.475,3,high_risk,overload,0,62,0.0302,0.0570000000000021,25.087990453601503,0.6271997613400375,0.3690941536369816,74.531485,0.0,12.989999999999997,0.0,0.0978,1.5650000000000108,106.49547306700188,0.95972383,1
2026-06-05 19:30:00,T02,transformer,63.0,11,1.0,0.9956,769.07,50.015,41.541,11.169,0.9208,72.45,71.67,13.314,0,high_risk,harmonic_distortion,0,38,0.0043999999999999,0.0150000000000005,43.01629042583751,0.6827982607275795,0.2688669025781758,51.924915,0.0,0.0,8.314,0.0792,1.742400000000003,94.46682803637896,0.9032232,1
2026-06-05 20:15:00,T01,transformer,40.0,6,0.9,0.999,528.61,49.973,28.533,7.839,0.9201,70.94,77.54,13.13,0,high_risk,harmonic_distortion,0,37,0.001,0.027000000000001,29.590235044689997,0.7397558761172499,0.2747345179266113,55.006876000000005,0.0,0.0,8.13,0.0798999999999999,1.757000000000005,100.14466980586248,0.8697349,1
2026-06-06 01:15:00,T02,transformer,63.0,11,1.0,0.9298,783.4,49.894,42.084,12.696,0.9574,64.11,72.61,4.571,1,high_risk,voltage_instability,0,50,0.0702,0.1060000000000016,43.957382451642864,0.6977362293911565,0.3016823495865411,46.550271,0.0,0.0,0.0,0.0425999999999999,1.6580000000000084,82.84108246955782,0.9158172,1
2026-06-06 12:30:00,T03,transformer,40.0,17,0.85,0.9354,455.66,49.878,23.592,8.644,0.939,64.97,64.11,5.003,1,high_risk,voltage_instability,0,71,0.0645999999999999,0.1219999999999998,25.125707950225003,0.6281426987556251,0.3663953882672092,41.652267,0.0,0.0,0.0030000000000001,0.061,1.8663,74.35440193778126,0.8640416,1
2026-06-06 13:00:00,T03,transformer,40.0,17,0.85,0.9807,594.53,49.983,25.052,7.291,0.9252,91.42,83.79,4.563,0,high_risk,overload,0,55,0.0192999999999999,0.017000000000003,26.09140442751214,0.6522851106878035,0.2910346479323008,76.600818,0.0,11.420000000000002,0.0,0.0747999999999999,1.026000000000015,109.60107353439015,0.95623744,1
2026-06-06 13:30:00,T03,transformer,40.0,17,0.85,0.9257,474.52,49.844,24.44,8.415,0.9455,62.47,66.41,5.14,5,high_risk,voltage_instability,0,37,0.0743,0.1559999999999988,25.848130009731847,0.6462032502432962,0.3443126022913256,41.486327,0.0,0.0,0.1399999999999996,0.0544999999999999,2.081999999999994,75.42248951216482,0.9901633,1
2026-06-06 18:15:00,T03,transformer,40.0,17,0.85,1.0092,451.02,49.998,24.084,8.045,0.9057,73.36,65.45,13.833,4,high_risk,harmonic_distortion,0,63,0.0092,0.0020000000000024,25.392146049516963,0.634803651237924,0.3340391961468195,48.014120000000005,0.0,0.0,8.833,0.0943,1.9283000000000137,88.7713025618962,0.96873796,1
2026-06-06 18:30:00,T03,transformer,40.0,17,0.85,0.9898,456.33,50.01,23.692,8.129,0.9236,100.94,64.38,3.266,3,high_risk,overheating,0,48,0.0101999999999999,0.009999999999998,25.047784432959336,0.6261946108239834,0.3431115988519331,64.98517199999999,0.0,20.94,0.0,0.0764,0.9159999999999902,96.49890254119916,0.8786055,1
2026-06-06 19:45:00,T03,transformer,40.0,17,0.85,0.9739,617.42,50.004,27.334,9.351,0.9117,90.62,89.8,5.019,2,high_risk,overload,0,19,0.0261,0.0039999999999977,28.889249851804735,0.7222312462951184,0.342101412160679,81.37676,0.0,10.620000000000005,0.0190000000000001,0.0883,1.1658999999999895,118.02932231475592,0.8890288,1
2026-06-07 04:15:00,T02,transformer,63.0,11,1.0,0.9599,849.31,49.969,36.962,11.124,0.9257,85.34,78.11,4.312,4,high_risk,overload,0,39,0.0401,0.0309999999999988,38.59964792585549,0.6126928242199284,0.3009577403820139,66.659074,0.0,5.340000000000003,0.0,0.0743,1.2989999999999946,98.09571521099645,0.7644798,1
2026-06-07 12:15:00,T02,transformer,63.0,11,1.0,1.0058,712.98,50.016,38.233,13.256,0.9233,103.17,65.97,2.987,0,high_risk,overheating,0,38,0.0058,0.0159999999999982,40.46583528113561,0.6423148457323112,0.3467161875866398,68.061249,0.0,23.17,0.0,0.0766999999999999,0.9049999999999914,100.29299128661556,0.88720024,1
2026-06-08 01:15:00,T03,transformer,40.0,17,0.85,0.9671,595.46,49.965,25.684,7.095,0.9318,89.72,84.23,5.186,4,high_risk,overload,0,29,0.0329,0.0349999999999965,26.64595430829979,0.6661488577074948,0.2762420183771998,75.571156,0.0,9.72,0.1859999999999999,0.0682,1.2045999999999837,109.72259888537477,0.8034371,1
2026-06-08 13:00:00,T01,transformer,40.0,6,0.9,0.928,478.98,49.893,25.839,8.233,0.9528,63.06,70.22,4.844,4,high_risk,voltage_instability,0,51,0.0719999999999999,0.1069999999999993,27.11892715429576,0.677973178857394,0.3186268818452727,44.280732,0.0,0.0,0.0,0.0472,1.7269999999999963,79.6193909428697,0.8692471,1
2026-06-08 13:30:00,T03,transformer,40.0,17,0.85,0.9903,545.72,49.963,29.318,8.277,0.9182,74.32,79.67,13.132,2,high_risk,harmonic_distortion,0,64,0.0097,0.036999999999999,30.46397631629857,0.7615994079074643,0.282318029879255,59.210744,0.0,0.0,8.132,0.0817999999999999,1.9131999999999951,105.61671439537322,0.90748954,1
2026-06-08 14:15:00,T03,transformer,40.0,17,0.85,0.9387,494.82,49.874,26.614,8.221,0.9555,63.75,72.32,4.906,2,high_risk,voltage_instability,0,52,0.0613,0.1259999999999976,27.85479917357151,0.6963699793392878,0.3088975727060945,46.104,0.0,0.0,0.0,0.0444999999999999,1.6879999999999884,82.14849896696438,0.7305412,1
2026-06-08 15:45:00,T03,transformer,40.0,17,0.85,0.9943,523.5,49.984,27.624,10.2,0.8932,74.86,75.07,13.532,2,high_risk,harmonic_distortion,0,65,0.0057,0.0159999999999982,29.446992647807004,0.7361748161951751,0.3692441355343179,56.19740199999999,0.0,0.0,8.532,0.1068,2.0581999999999914,101.65214280975874,0.9513375,1
2026-06-08 19:15:00,T02,transformer,63.0,11,1.0,0.9913,751.61,50.003,39.571,12.918,0.9087,72.63,68.27,13.124,1,high_risk,harmonic_distortion,0,30,0.0087,0.0030000000000001,41.62617884216614,0.6607329974947006,0.3264511890020469,49.58450099999999,0.0,0.0,8.124,0.0913,1.8274000000000017,90.91915087473502,0.73155504,1
2026-06-08 21:15:00,T03,transformer,40.0,17,0.85,0.9349,388.58,49.857,20.612,5.577,0.9653,63.38,56.01,4.963,2,high_risk,voltage_instability,0,28,0.0651,0.1430000000000006,21.353160726225052,0.5338290181556263,0.2705705414321754,35.499137999999995,0.0,0.0,0.0,0.0346999999999999,1.7130000000000034,63.49258890778131,0.949436,1
2026-06-08 21:45:00,T03,transformer,40.0,17,0.85,1.0199,295.0,50.001,15.125,5.089,0.9256,101.25,41.1,2.41,3,high_risk,overheating,0,65,0.0199,0.0009999999999976,15.9581811620247,0.3989545290506174,0.3364628099173554,41.61375,0.0,21.25,0.0,0.0744,0.9479999999999889,61.95947645253088,0.98959154,1
2026-06-09 02:00:00,T02,transformer,63.0,11,1.0,0.9416,913.29,49.89,47.205,13.831,0.9597,66.88,81.44,6.037,1,high_risk,voltage_instability,0,67,0.0584,0.1099999999999994,49.18951703361195,0.7807859846605071,0.2929986230272217,54.467072,0.0,0.0,1.037,0.0403,1.6406999999999972,95.71137123302536,0.88227546,1
2026-06-09 03:30:00,T01,transformer,40.0,6,0.9,0.9976,565.85,49.98,29.222,7.847,0.9455,106.21,79.41,2.205,0,high_risk,overheating,0,63,0.0023999999999999,0.0200000000000031,30.257241992620543,0.7564310498155137,0.2685305591677503,84.34136099999999,0.0,26.209999999999994,0.0,0.0544999999999999,0.6690000000000151,122.21091349077568,0.99255556,1
2026-06-09 10:45:00,T01,transformer,40.0,6,0.9,0.9335,488.54,49.872,25.896,6.509,0.9698,65.15,70.37,5.66,0,high_risk,voltage_instability,0,54,0.0665,0.1280000000000001,26.70149615658269,0.6675374039145672,0.2513515600864998,45.84605500000001,0.0,0.0,0.6600000000000001,0.0302,1.6730000000000007,81.21292519572836,0.9456714,1
2026-06-09 18:00:00,T03,transformer,40.0,17,0.85,0.9781,607.5,49.995,27.16,10.205,0.9035,91.45,88.49,5.01,0,high_risk,overload,0,48,0.0219,0.0050000000000025,29.013921227576255,0.7253480306894063,0.3757363770250368,80.924105,0.0,11.450000000000005,0.0099999999999997,0.0965,1.2100000000000133,117.63950653447031,0.848594,1
2026-06-09 23:30:00,T01,transformer,40.0,6,0.9,0.9948,487.67,49.981,25.242,9.142,0.8974,73.57,68.59,13.803,1,high_risk,harmonic_distortion,0,60,0.0051999999999999,0.0189999999999983,26.846503086994403,0.67116257717486,0.3621741541874653,50.461663,0.0,0.0,8.803,0.1026,2.053299999999992,92.926791858743,0.9568051,1
2026-06-10 05:15:00,T01,transformer,40.0,6,0.9,0.9247,584.78,49.933,30.176,11.35,0.936,65.0,82.0,5.169,0,high_risk,voltage_instability,0,21,0.0753,0.0670000000000001,32.239936042120185,0.8059984010530046,0.376126723223754,53.3,0.0,0.0,0.1689999999999996,0.0639999999999999,1.7449000000000006,95.27492005265022,0.74234504,1
2026-06-10 08:45:00,T03,transformer,40.0,17,0.85,0.9376,417.8,49.877,22.618,8.359,0.938,63.95,61.46,4.81,2,high_risk,voltage_instability,0,45,0.0624,0.1229999999999975,24.11320810261463,0.6028302025653658,0.3695729065346185,39.30367,0.0,0.0,0.0,0.062,1.8589999999999884,70.6931801282683,0.7347592,1
2026-06-10 13:15:00,T03,transformer,40.0,17,0.85,0.9398,501.18,49.866,26.089,9.343,0.9414,64.26,70.89,5.179,1,high_risk,voltage_instability,0,38,0.0602,0.1340000000000003,27.71150609403971,0.6927876523509927,0.3581202805780214,45.553914000000006,0.0,0.0,0.1790000000000002,0.0585999999999999,1.875900000000002,81.57629661754964,0.82288134,1
2026-06-10 18:30:00,T02,transformer,63.0,11,1.0,0.9983,629.25,49.997,32.623,8.881,0.943,102.6,56.28,1.539,2,high_risk,overheating,0,57,0.0017,0.0030000000000001,33.810239425357516,0.5366704670691669,0.2722312478925911,57.74328,0.0,22.59999999999999,0.0,0.057,0.6020000000000014,84.61080335345835,0.9537369,1
2026-06-11 00:45:00,T03,transformer,40.0,17,0.85,0.9834,553.47,50.03,24.468,9.043,0.9036,90.14,81.98,5.481,1,high_risk,overload,0,69,0.0165999999999999,0.0300000000000011,26.085606625110337,0.6521401656277583,0.3695847637730913,73.896772,0.0,10.14,0.4809999999999998,0.0964,1.3281000000000056,107.3167802813879,0.8938943,1
2026-06-11 11:15:00,T03,transformer,40.0,17,0.85,0.9706,607.44,50.035,26.16,9.889,0.9001,94.3,86.95,4.609,3,high_risk,overload,0,39,0.0293999999999999,0.0349999999999965,27.96672882194126,0.6991682205485314,0.3780198776758409,81.99385000000001,0.0,14.299999999999995,0.0,0.0998999999999999,1.4679999999999829,117.54026102742657,0.98638827,1
2026-06-11 11:30:00,T03,transformer,40.0,17,0.85,0.9256,487.36,49.847,25.557,10.175,0.9291,68.46,69.45,4.979,3,high_risk,voltage_instability,0,20,0.0744,0.1529999999999987,27.508014722985735,0.6877003680746434,0.398129670931643,47.545469999999995,0.0,0.0,0.0,0.0708999999999999,2.2179999999999933,83.41848840373217,0.9690591,1
2026-06-11 21:15:00,T03,transformer,40.0,17,0.85,0.9955,506.23,49.987,27.303,7.583,0.943,106.84,74.19,2.858,1,high_risk,overheating,0,59,0.0044999999999999,0.0129999999999981,28.33647292801276,0.708411823200319,0.2777350474306853,79.264596,0.0,26.840000000000003,0.0,0.057,0.6799999999999906,114.77518716001596,0.971639,1
2026-06-11 22:45:00,T02,transformer,63.0,11,1.0,0.9238,728.1,49.903,38.909,14.339,0.9383,67.72,67.13,5.272,1,high_risk,voltage_instability,0,20,0.0762,0.0970000000000013,41.46706165138784,0.658207327799807,0.3685265619779486,45.460436,0.0,0.0,0.2720000000000002,0.0616999999999999,1.8912000000000069,80.16680238999037,0.93878675,1
2026-06-12 06:00:00,T03,transformer,40.0,17,0.85,0.9747,639.73,49.998,27.673,9.946,0.9053,90.94,91.29,4.274,1,high_risk,overload,0,60,0.0252999999999999,0.0020000000000024,29.40608516956992,0.735152129239248,0.3594117009359303,83.019126,0.0,10.939999999999998,0.0,0.0947,1.2100000000000122,120.2827324619624,0.8729706,1
2026-06-12 17:45:00,T03,transformer,40.0,17,0.85,0.9352,530.49,49.849,28.401,7.694,0.9652,70.22,77.18,4.812,4,high_risk,voltage_instability,0,36,0.0647999999999999,0.1510000000000033,29.424724926496765,0.7356181231624191,0.2709059540157036,54.195796,0.0,0.0,0.0,0.0348,1.751000000000017,92.27270215812096,0.87612367,1
2026-06-13 07:15:00,T03,transformer,40.0,17,0.85,1.0141,440.97,49.977,23.036,6.936,0.9138,71.82,62.6,13.424,0,high_risk,harmonic_distortion,0,32,0.0141,0.0230000000000032,24.05754334922833,0.6014385837307082,0.301093939920125,44.95932,0.0,0.0,8.424,0.0862,1.9604000000000168,83.73724918653541,0.93788934,1
2026-06-13 12:30:00,T02,transformer,63.0,11,1.0,0.9291,758.05,49.882,39.523,12.926,0.9505,66.12,68.19,4.701,1,high_risk,voltage_instability,0,50,0.0708999999999999,0.1180000000000021,41.58303746721733,0.6600482137653545,0.3270500721099106,45.087228,0.0,0.0,0.0,0.0494999999999999,1.79400000000001,79.50763868826772,0.95258087,1
2026-06-13 18:00:00,T03,transformer,40.0,17,0.85,0.9662,442.73,50.016,19.37,7.45,0.8996,87.8,67.81,4.502,1,high_risk,overload,0,28,0.0338,0.0159999999999982,20.753298533004337,0.5188324633251085,0.3846153846153846,59.53718,0.0,7.799999999999997,0.0,0.1004,1.4219999999999922,86.15480316625542,0.85769767,1
2026-06-13 22:15:00,T02,transformer,63.0,11,1.0,0.9268,763.91,49.862,40.361,15.945,0.9301,62.34,69.64,5.977,1,high_risk,voltage_instability,0,50,0.0732,0.1379999999999981,43.39646697601084,0.6888328091430292,0.3950595872252918,43.413576000000006,0.0,0.0,0.9770000000000004,0.0698999999999999,2.218699999999991,80.29621645715147,0.98773533,1
2026-06-13 22:30:00,T03,transformer,40.0,17,0.85,0.9962,503.74,49.993,25.792,8.496,0.9289,105.35,70.09,2.155,4,high_risk,overheating,0,39,0.0038,0.0069999999999978,27.155280886044984,0.6788820221511246,0.3294044665012406,73.839815,0.0,25.34999999999999,0.0,0.0711,0.7839999999999903,107.85991610755622,0.90279156,1
2026-06-13 23:30:00,T03,transformer,40.0,17,0.85,0.9337,481.13,49.836,26.005,9.863,0.935,65.35,70.67,4.081,5,high_risk,voltage_instability,0,25,0.0663,0.1640000000000014,27.81256539767592,0.6953141349418981,0.3792732166890982,46.182845,0.0,0.0,0.0,0.0649999999999999,2.133000000000007,82.2745517470949,0.8108568,1
2026-06-14 12:00:00,T03,transformer,40.0,17,0.85,0.9234,498.09,49.812,25.807,7.562,0.9597,65.7,70.13,4.881,2,high_risk,voltage_instability,0,15,0.0766,0.1880000000000024,26.892100940610792,0.6723025235152698,0.2930212732979424,46.075410000000005,0.0,0.0,0.0,0.0403,2.109000000000012,81.2225361757635,0.99504954,1
2026-06-14 16:45:00,T01,transformer,40.0,6,0.9,0.9706,659.43,50.016,28.247,7.775,0.9309,92.84,91.72,4.943,0,high_risk,overload,0,22,0.0293999999999999,0.0159999999999982,29.297502180220075,0.7324375545055019,0.2752504690763621,85.15284799999999,0.0,12.840000000000003,0.0,0.0691,1.0649999999999915,122.36272572527508,0.9366892,1
2026-06-14 22:30:00,T01,transformer,40.0,6,0.9,0.9586,646.95,49.981,28.545,7.273,0.9332,93.87,93.7,4.671,2,high_risk,overload,0,38,0.0413999999999999,0.0189999999999983,29.456978018798875,0.7364244504699718,0.2547906813802767,87.95619,0.0,13.870000000000005,0.0,0.0667999999999999,1.1769999999999914,125.6054125234986,0.9913145,1
2026-06-15 06:45:00,T03,transformer,40.0,17,0.85,0.9969,526.51,50.023,27.889,10.313,0.9162,107.33,75.79,2.541,2,high_risk,overheating,0,16,0.0030999999999999,0.0230000000000032,29.734732048565697,0.7433683012141424,0.3697873713650543,81.34540700000001,0.0,27.33,0.0,0.0837999999999999,0.984000000000016,118.57582206070713,0.9691658,1
2026-06-15 14:45:00,T01,transformer,40.0,6,0.9,0.9389,504.86,49.86,26.428,7.017,0.9665,62.61,71.82,5.446,0,high_risk,voltage_instability,0,38,0.0611,0.1400000000000005,27.3436916490806,0.683592291227015,0.2655138489480854,44.96650199999999,0.0,0.0,0.4459999999999997,0.0334999999999999,1.690600000000003,80.81411656135073,0.8793549,1
