timestamp,asset_id,fault_type,actual_failure,failure_probability,prediction,risk_score,risk_level,ml_score,operational_score
2026-01-01T19:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-01T19:30:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-01T19:45:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-01T20:00:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-01T20:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-01T20:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-01T20:45:00,T01,voltage_instability,0,0.982304,FAILURE,77.34,CRITICAL,58.94,46.0
2026-01-01T21:00:00,T01,harmonic_distortion,0,2e-06,NORMAL,10.4,LOW,0.0,26.0
2026-01-01T21:15:00,T01,harmonic_distortion,0,0.0,NORMAL,17.2,LOW,0.0,43.0
2026-01-01T21:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-01T21:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-01T22:00:00,T01,overload,0,0.0,NORMAL,12.0,LOW,0.0,30.0
2026-01-01T22:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-01T22:30:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-01T22:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-01T23:00:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-01T23:15:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-01T23:30:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-01T23:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T00:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T00:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T00:30:00,T01,voltage_instability,0,0.981475,FAILURE,77.29,CRITICAL,58.89,46.0
2026-01-02T00:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T01:00:00,T01,overload,0,0.000121,NORMAL,14.41,LOW,0.01,36.0
2026-01-02T01:15:00,T01,normal,0,0.0,NORMAL,8.8,LOW,0.0,22.0
2026-01-02T01:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T01:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T02:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T02:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T02:30:00,T01,overheating,0,0.0,NORMAL,12.8,LOW,0.0,32.0
2026-01-02T02:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T03:00:00,T01,overload,0,8e-06,NORMAL,16.8,LOW,0.0,42.0
2026-01-02T03:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T03:30:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-02T03:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T04:00:00,T01,harmonic_distortion,0,4e-06,NORMAL,10.4,LOW,0.0,26.0
2026-01-02T04:15:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-02T04:30:00,T01,voltage_instability,0,0.010779,NORMAL,11.05,LOW,0.65,26.0
2026-01-02T04:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T05:00:00,T01,overload,0,2.8e-05,NORMAL,16.8,LOW,0.0,42.0
2026-01-02T05:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T05:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T05:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T06:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T06:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T06:30:00,T01,voltage_instability,0,0.0,NORMAL,7.2,LOW,0.0,18.0
2026-01-02T06:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T07:00:00,T01,overheating,0,0.0,NORMAL,12.8,LOW,0.0,32.0
2026-01-02T07:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T07:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T07:45:00,T01,voltage_instability,0,0.613745,NORMAL,53.22,HIGH,36.82,41.0
2026-01-02T08:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T08:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T08:30:00,T01,harmonic_distortion,0,0.0,NORMAL,12.0,LOW,0.0,30.0
2026-01-02T08:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T09:00:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T09:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T09:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T09:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T10:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T10:15:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-02T10:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T10:45:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-02T11:00:00,T01,overheating,0,0.001291,NORMAL,17.28,LOW,0.08,43.0
2026-01-02T11:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T11:30:00,T01,harmonic_distortion,0,0.0,NORMAL,9.6,LOW,0.0,24.0
2026-01-02T11:45:00,T01,overheating,0,0.0,NORMAL,8.0,LOW,0.0,20.0
2026-01-02T12:00:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T12:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T12:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T12:45:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-02T13:00:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-02T13:15:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-02T13:30:00,T01,overload,0,1e-06,NORMAL,9.2,LOW,0.0,23.0
2026-01-02T13:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T14:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T14:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T14:30:00,T01,overheating,0,0.00021,NORMAL,14.81,LOW,0.01,37.0
2026-01-02T14:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T15:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T15:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T15:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T15:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T16:00:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T16:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T16:30:00,T01,overheating,0,0.003127,NORMAL,15.39,LOW,0.19,38.0
2026-01-02T16:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T17:00:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T17:15:00,T01,voltage_instability,0,0.90432,FAILURE,72.66,HIGH,54.26,46.0
2026-01-02T17:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T17:45:00,T01,voltage_instability,0,0.015206,NORMAL,15.71,LOW,0.91,37.0
2026-01-02T18:00:00,T01,harmonic_distortion,0,0.0,NORMAL,12.4,LOW,0.0,31.0
2026-01-02T18:15:00,T01,voltage_instability,1,0.995416,FAILURE,78.12,CRITICAL,59.72,46.0
2026-01-02T18:30:00,T01,harmonic_distortion,0,0.0,NORMAL,10.4,LOW,0.0,26.0
2026-01-02T18:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T19:00:00,T01,harmonic_distortion,0,0.0,NORMAL,14.8,LOW,0.0,37.0
2026-01-02T19:15:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-02T19:30:00,T01,harmonic_distortion,0,0.0,NORMAL,10.4,LOW,0.0,26.0
2026-01-02T19:45:00,T01,harmonic_distortion,0,0.0,NORMAL,10.4,LOW,0.0,26.0
2026-01-02T20:00:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T20:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T20:30:00,T01,normal,0,0.0,NORMAL,8.8,LOW,0.0,22.0
2026-01-02T20:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T21:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T21:15:00,T01,harmonic_distortion,1,0.737565,FAILURE,70.0,HIGH,44.25,44.0
2026-01-02T21:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T21:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T22:00:00,T01,overheating,0,0.0,NORMAL,12.8,LOW,0.0,32.0
2026-01-02T22:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-02T22:30:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-02T22:45:00,T01,harmonic_distortion,0,2e-06,NORMAL,12.4,LOW,0.0,31.0
2026-01-02T23:00:00,T01,overload,1,0.914469,FAILURE,73.67,HIGH,54.87,47.0
2026-01-02T23:15:00,T01,voltage_instability,0,0.94109,FAILURE,76.87,CRITICAL,56.47,51.0
2026-01-02T23:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-02T23:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T00:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T00:15:00,T01,normal,0,0.0,NORMAL,8.8,LOW,0.0,22.0
2026-01-03T00:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T00:45:00,T01,harmonic_distortion,0,0.0,NORMAL,15.2,LOW,0.0,38.0
2026-01-03T01:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T01:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T01:30:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T01:45:00,T01,harmonic_distortion,0,0.0,NORMAL,10.4,LOW,0.0,26.0
2026-01-03T02:00:00,T01,overload,0,0.0,NORMAL,9.6,LOW,0.0,24.0
2026-01-03T02:15:00,T01,harmonic_distortion,0,0.0,NORMAL,9.2,LOW,0.0,23.0
2026-01-03T02:30:00,T01,overload,0,2.4e-05,NORMAL,30.0,MEDIUM,0.0,55.0
2026-01-03T02:45:00,T01,overload,0,0.0,NORMAL,7.2,LOW,0.0,18.0
2026-01-03T03:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T03:15:00,T01,overheating,0,0.003396,NORMAL,30.0,MEDIUM,0.2,46.0
2026-01-03T03:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T03:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T04:00:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T04:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T04:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T04:45:00,T01,voltage_instability,1,0.871441,FAILURE,72.69,HIGH,52.29,51.0
2026-01-03T05:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T05:15:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T05:30:00,T01,overload,0,0.0,NORMAL,9.6,LOW,0.0,24.0
2026-01-03T05:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T06:00:00,T01,harmonic_distortion,0,0.0,NORMAL,10.4,LOW,0.0,26.0
2026-01-03T06:15:00,T01,normal,0,0.0,NORMAL,8.8,LOW,0.0,22.0
2026-01-03T06:30:00,T01,harmonic_distortion,0,6.2e-05,NORMAL,30.0,MEDIUM,0.0,39.0
2026-01-03T06:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T07:00:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T07:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T07:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T07:45:00,T01,harmonic_distortion,0,0.0,NORMAL,10.4,LOW,0.0,26.0
2026-01-03T08:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T08:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T08:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T08:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T09:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T09:15:00,T01,harmonic_distortion,0,0.0,NORMAL,12.8,LOW,0.0,32.0
2026-01-03T09:30:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-03T09:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T10:00:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T10:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T10:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T10:45:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T11:00:00,T01,overheating,0,0.00014,NORMAL,17.61,LOW,0.01,44.0
2026-01-03T11:15:00,T01,harmonic_distortion,0,0.0,NORMAL,17.2,LOW,0.0,43.0
2026-01-03T11:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T11:45:00,T01,overload,0,0.000622,NORMAL,30.0,MEDIUM,0.04,50.0
2026-01-03T12:00:00,T01,overload,0,0.0,NORMAL,7.2,LOW,0.0,18.0
2026-01-03T12:15:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T12:30:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T12:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T13:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T13:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T13:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T13:45:00,T01,normal,0,0.0,NORMAL,8.8,LOW,0.0,22.0
2026-01-03T14:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T14:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T14:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T14:45:00,T01,harmonic_distortion,0,0.0,NORMAL,14.8,LOW,0.0,37.0
2026-01-03T15:00:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T15:15:00,T01,voltage_instability,0,0.014402,NORMAL,17.66,LOW,0.86,42.0
2026-01-03T15:30:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T15:45:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T16:00:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T16:15:00,T01,overheating,1,0.944802,FAILURE,72.69,HIGH,56.69,40.0
2026-01-03T16:30:00,T01,harmonic_distortion,0,1e-06,NORMAL,15.2,LOW,0.0,38.0
2026-01-03T16:45:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T17:00:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-03T17:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T17:30:00,T01,overload,0,0.0,NORMAL,7.2,LOW,0.0,18.0
2026-01-03T17:45:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-03T18:00:00,T01,normal,0,0.0,NORMAL,8.4,LOW,0.0,21.0
2026-01-03T18:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T18:30:00,T01,overload,0,0.0,NORMAL,12.0,LOW,0.0,30.0
2026-01-03T18:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T19:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T19:15:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T19:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T19:45:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T20:00:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T20:15:00,T01,harmonic_distortion,0,5.5e-05,NORMAL,10.4,LOW,0.0,26.0
2026-01-03T20:30:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T20:45:00,T01,normal,0,0.0,NORMAL,8.8,LOW,0.0,22.0
2026-01-03T21:00:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T21:15:00,T01,voltage_instability,0,0.0,NORMAL,9.2,LOW,0.0,23.0
2026-01-03T21:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T21:45:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T22:00:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T22:15:00,T01,normal,0,0.0,NORMAL,4.0,LOW,0.0,10.0
2026-01-03T22:30:00,T01,overload,1,0.99435,FAILURE,77.26,CRITICAL,59.66,44.0
2026-01-03T22:45:00,T01,overheating,0,0.0,NORMAL,15.2,LOW,0.0,38.0
2026-01-03T23:00:00,T01,normal,0,0.0,NORMAL,10.8,LOW,0.0,27.0
2026-01-03T23:15:00,T01,normal,0,0.0,NORMAL,6.0,LOW,0.0,15.0
2026-01-03T23:30:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
2026-01-03T23:45:00,T01,normal,0,0.0,NORMAL,6.4,LOW,0.0,16.0
